Fund Name,Dist (inc) / Accum,Main Currency,CUSIP,ISIN,Fund Family,Share,Net Expense Ratio,Morningstar Category,Asset Class,Sub Asset Class,Investment Area,Morningstar Rating overall,% Equity  USA ,% USA FI,Upload Date
Unconstrained Global Bond,Inc,Euro,L15068122,LU0807690168,Carmignac Portfolio,A EUR Ydis,2.03,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,3,,6.70814,9/4/2020
Unconstrained Global Bond,Acc,Euro,L1506T159,LU1299302254,Carmignac Portfolio,E EUR Acc,4.56,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,2,,6.70814,9/4/2020
Unconstrained Global Bond,Acc,Euro,L1455N559,LU0992630599,Carmignac Portfolio,F EUR Acc,1.4,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,,6.70814,9/4/2020
Unconstrained Global Bond,Inc,Euro,,LU1792392216,Carmignac Portfolio,F EUR Ydis,,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,,,6.70814,9/4/2020
Unconstrained Global Bond,Inc,Euro,L1506T142,LU1299302098,Carmignac Portfolio,Income A EUR,3,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,3,,6.70814,9/4/2020
Franklin Global Aggregate Bond Fund,Acc,US Dollar,L4058V655,LU0543370943,Franklin Templeton,N(acc)USD,1.95,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,2,,28.13003,9/4/2020
Franklin Global Aggregate Investment Grade Bond Fund,Acc,US Dollar,L40596527,LU0727123829,Franklin Templeton,A(acc)USD,1.25,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,,,48.22685,9/4/2020
Invesco Bond Fund,Inc,US Dollar,,LU1775947762,Invesco,A,,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,,25.14756,9/4/2020
Invesco Global Bond Fund,Acc,US Dollar,L5443F214 ,LU0113592215,Invesco,A,1.07,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,3,,30.90286,9/4/2020
Invesco Global Bond Fund,Acc,US Dollar,L5443C575,LU0100599173,Invesco,C,0.82,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,,30.90286,9/4/2020
Legg Mason Brandywine Global Fixed Income Fund,Inc,US Dollar,G54417160,IE0033637442,Legg Mason,Class A,1.36,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,3,,39.34508,9/4/2020
Legg Mason Brandywine Global Fixed Income Fund,Acc,US Dollar,G54422319,IE00B19Z4J92,Legg Mason,Class A,1.38,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,3,,39.34508,9/4/2020
Legg Mason Brandywine Global Fixed Income Fund,Inc,US Dollar,G54417459,IE0034203715,Legg Mason,Class B,1.61,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,3,,39.34508,9/4/2020
Legg Mason Brandywine Global Fixed Income Fund,Acc,US Dollar,G5442M216,IE00B23Z9202,Legg Mason,Class B,1.62,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,3,,39.34508,9/4/2020
Legg Mason Brandywine Global Fixed Income Fund,Inc,US Dollar,G54417467,IE0034203822,Legg Mason,Class C,1.86,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,2,,39.34508,9/4/2020
Legg Mason Brandywine Global Fixed Income Fund,Acc,US Dollar,G5442M315,IE00B23Z9319,Legg Mason,Class C,1.86,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,2,,39.34508,9/4/2020
Legg Mason Brandywine Global Fixed Income Fund,Acc,US Dollar,G5442W644,IE00B50ZNB17,Legg Mason,Class E,1.97,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,1,,39.34508,9/4/2020
Legg Mason Brandywine Global Fixed Income Fund,Inc,US Dollar,G5448A448,IE00B703V377,Legg Mason,Class F,0.98,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,2,,39.34508,9/4/2020
Legg Mason Brandywine Global Fixed Income Fund,Acc,US Dollar,G5448A455,IE00B708Q269,Legg Mason,Class F,0.97,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,2,,39.34508,9/4/2020
Legg Mason Brandywine Global Opportunistic Fixed Income Fund,Acc,US Dollar,G5446H155,IE00B3QFCM59,Legg Mason,Class A,1.42,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,2,,42.40864,9/4/2020
Legg Mason Brandywine Global Opportunistic Fixed Income Fund,Acc,US Dollar,G5446H270,IE00B3RHCP38,Legg Mason,Class C,1.92,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,2,,42.40864,9/4/2020
Legg Mason Brandywine Global Opportunistic Fixed Income Fund,Acc,US Dollar,G5446H296,IE00B3QW2609,Legg Mason,Class E,2.02,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,2,,42.40864,9/4/2020
Legg Mason Brandywine Global Opportunistic Fixed Income Fund,Inc,US Dollar,G5446H403,IE00B3RT2264,Legg Mason,Class F,1,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,2,,42.40864,9/4/2020
Legg Mason Brandywine Global Opportunistic Fixed Income Fund,Acc,US Dollar,G5446H395,IE00B3TM7Q27,Legg Mason,Class F,1.02,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,2,,42.40864,9/4/2020
Merian Global Strategic Bond Fund (IRL) C USD Acc,Acc,US Dollar,G6016L279,IE0031332715,Merian (exOld Mutual) ,C,3.54,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,,0,33.79136,9/4/2020
Merian Global Strategic Bond Fund (IRL) C USD Inc,Inc,US Dollar,G6756T607,IE00B53BX726,Merian (exOld Mutual) ,C,4.32,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,,0,33.79136,9/4/2020
Global Bond Fund,Inc,US Dollar,L65225168,LU0218435716,Morgan Stanley,AX,1.04,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,,34.71304,9/4/2020
Global Bond Fund,Acc,US Dollar,L6522K132,LU0011983433,Morgan Stanley,I,0.64,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,5,,34.71304,9/4/2020
Global Bond Fund,Acc,US Dollar,L65235449,LU0073230426,Morgan Stanley,A,1.04,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,,34.71304,9/4/2020
Global Bond Fund,Acc,US Dollar,L6523C501,LU0176154598,Morgan Stanley,C,1.69,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,3,,34.71304,9/4/2020
Global Bond Fund,Acc,US Dollar,L6523F330,LU0360476583,Morgan Stanley,Z,0.6,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,5,,34.71304,9/4/2020
LOOMIS SAYLES GLOBAL OPPORTUNISTIC BOND FUND,Inc,US Dollar,G6368H116,IE00B00P2K84,Natixis  Loomis Sayles,R/D (USD),1.5,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,3,,41.77045,9/4/2020
LOOMIS SAYLES GLOBAL OPPORTUNISTIC BOND FUND,Acc,US Dollar,G6368H496,IE00B7F4DV73,Natixis  Loomis Sayles,R/A (USD),,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,,,41.77045,9/4/2020
LOOMIS SAYLES GLOBAL OPPORTUNISTIC BOND FUND,Acc,US Dollar,G6368H199,IE00B3F05X30,Natixis  Loomis Sayles,C/A (USD),2.25,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,2,,41.77045,9/4/2020
LOOMIS SAYLES GLOBAL OPPORTUNISTIC BOND FUND,Inc,US Dollar,G6368H181,IE00B3F05W23,Natixis  Loomis Sayles,C/D (USD),2.25,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,,,41.77045,9/4/2020
LOOMIS SAYLES GLOBAL OPPORTUNISTIC BOND FUND,Acc,US Dollar,G6361P214,IE00B23XD774,Natixis  Loomis Sayles,I/A (USD),0.9,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,,41.77045,9/4/2020
LOOMIS SAYLES GLOBAL OPPORTUNISTIC BOND FUND,Inc,US Dollar,G6368H389,IE0009240692,Natixis  Loomis Sayles,I/D (USD),0.9,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,,41.77045,9/4/2020
NEUBERGER BERMAN GLBL BD FUND CL A (USD)(ACC)   ,Acc,US Dollar,G64322780,IE00B87J3J52,NEUBERGER BERMAN OFFSHORE, B,1.06,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,3,,44.25534,9/4/2020
NEUBERGER BERMAN GLOBAL BOND FUND CLASS I (ACC) (USD) (OFFSHORE)  ,Acc,US Dollar,G64322848,IE00B8GFHY73,NEUBERGER BERMAN OFFSHORE, I,0.67,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,,44.25534,9/4/2020
NN (L) Global Bond Opportunities  I Cap USD,Acc,US Dollar,L5122N231,LU0555028389,NN/ Voya,I,0.45,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,,,75.67589,9/4/2020
NN (L) Global Bond Opportunities  P Cap USD,Acc,US Dollar,L51224589,LU0546921536,NN/ Voya,P,0.97,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,1,,75.67589,9/4/2020
NN (L) Global Bond Opportunities  X Cap USD,Acc,US Dollar,L5122R356,LU0546922187,NN/ Voya,X,1.22,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,1,,75.67589,9/4/2020
NN (L) Global Bond Opportunities  X Dis USD,Inc,US Dollar,L5122R109,LU0577844581,NN/ Voya,X,1.22,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,1,,75.67589,9/4/2020
PictetGlobal Bonds FundamentalP USD,Acc,US Dollar,L757A4334,LU0725946734,PICTET (ONLY FOR ADVISORY ACCTS),P USD,0.91,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,2,,19.43635,9/4/2020
PictetGlobal Bonds FundamentalR USD,Acc,US Dollar,L757A4367,LU0725946908,PICTET (ONLY FOR ADVISORY ACCTS),R USD,1.21,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,2,,19.43635,9/4/2020
PictetGlobal BondsP USD,Acc,US Dollar,L7597U708,LU0133805894,PICTET (ONLY FOR ADVISORY ACCTS),P USD,0.91,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,,47.1622,9/4/2020
PictetGlobal BondsR USD,Acc,US Dollar,L7597U674,LU0133806512,PICTET (ONLY FOR ADVISORY ACCTS),R USD,1.21,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,,47.1622,9/4/2020
Global Advantage Fund,Acc,US Dollar,G7111X697,IE00B3ZJ6C68,PIMCO,E Class,1.7,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,,1.60929,36.26288,9/4/2020
Global Advantage Fund,Inc,US Dollar,G7111X689,IE00B4JX6219,PIMCO,E Class,1.7,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,,1.60929,36.26288,9/4/2020
Global Advantage Fund,Acc,Euro,G70970101,IE00B53H0P79,PIMCO,E Class EUR (Partially Hedged),1.7,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,2,1.60929,36.26288,9/4/2020
Global Advantage Fund,Acc,US Dollar,G7111X309,IE00B3R5WS03,PIMCO,Institutional,0.7,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,1.60929,36.26288,9/4/2020
Global Bond ESG Fund,Acc,US Dollar,G7097F173,IE00BYXVTY44,PIMCO,Institutional,,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,5,0.91371,52.83723,9/4/2020
Global Bond Fund,Acc,US Dollar,G70980563,IE00B3FNF870,PIMCO,E Class USD (Currency Exposure),1.38,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,3,2.22778,68.91444,9/4/2020
Global Bond Fund,Inc,US Dollar,G70984664,IE00B43QYR74,PIMCO,E Class USD (Currency Exposure),1.38,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,3,2.22778,68.91444,9/4/2020
Global Bond Fund,Acc,US Dollar,G7096Y157,IE0032568887,PIMCO,Institutional USD (Currency Exposure),0.48,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,5,2.22778,68.91444,9/4/2020
Global Bond Fund,Inc,US Dollar,G70974319,IE00B0V9SY54,PIMCO,Institutional USD (Currency Exposure),0.48,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,5,2.22778,68.91444,9/4/2020
Global Bond Fund,Acc,US Dollar,G7096X571,IE00B0680Z23,PIMCO,Investor USD (Currency Exposure),0.83,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,5,2.22778,68.91444,9/4/2020
Global Bond Fund,Acc,US Dollar,G7113Q328,IE00B83NQC59,PIMCO,R Class USD (Currency Exposure),0.75,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,,2.22778,68.91444,9/4/2020
Global Libor Plus Bond Fund,Acc,US Dollar,G7097J472,IE00BYWKH046,PIMCO,Institutional,0.31,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,3,0,88.28891,9/4/2020
Global Bond,Acc,US Dollar,L8146B639,LU0133710755,Schroders,A1 Acc USD,1.5,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,3,,44.55594,9/4/2020
Global Bond,Acc,US Dollar,L8146A482,LU0106256968,Schroders,B (alt C) Acc USD,1.45,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,,44.55594,9/4/2020
Global Bond,Acc,US Dollar,L8146A490,LU0106257180,Schroders,C (inst) Acc USD,0.65,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,5,,44.55594,9/4/2020
Global Bond,Acc,US Dollar,L8146C355,LU0134338366,Schroders,I Acc USD,0.06,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,5,,44.55594,9/4/2020
Wellington Global Bond Fund,Acc,US Dollar,,IE00B8L19885,Wellington Management Funds,N,0.6,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,4.38945,54.57694,9/4/2020
Wellington Global Bond Fund,Acc,US Dollar,,IE00BG0VQL79,Wellington Management Funds,DL,,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,,4.38945,54.57694,9/4/2020
Wellington Global Bond Fund,Acc,US Dollar,,IE00B7C71606,Wellington Management Funds,D,1.1,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,4.38945,54.57694,9/4/2020
Wellington World Bond Fund,Acc,US Dollar,,IE00BF2ZV605,Wellington Management Funds,N,0.7,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,4,5.20364,47.85556,9/4/2020
Wellington World Bond Fund,Acc,US Dollar,,IE00BF2ZV373,Wellington Management Funds,D,1.2,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,3,5.20364,47.85556,9/4/2020
Wellington World Bond Fund,Acc,US Dollar,,IE00BD5FCG09,Wellington Management Funds,DL,1.5,EAA Fund Global Bond,Fixed Income,Global Fixed Income,Global,,5.20364,47.85556,9/4/2020
Robeco Global Total Return Bond Fund s DH (EUR) ,Acc,Euro,L79873102,LU0934195610,ROBECO,,0.84,EAA Fund Global Bond  EUR Hedged,Fixed Income,Global Fixed Income,Global,3,,14.54367,9/4/2020
Robeco LUxORente Fund  IH (EUR)     ,Acc,Euro,L79831126,LU0239950693,ROBECO,,0.88,EAA Fund Global Bond  EUR Hedged,Fixed Income,Global Fixed Income,Global,4,,,9/4/2020
GLOBAL PLUS FIXED INCOME ,Acc,US Dollar,L00216785,LU0683598212,Alliance Bernstein, A2,1.39,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,3,,61.40523,9/4/2020
GLOBAL PLUS FIXED INCOME ,Inc,US Dollar,L00216793,LU0683598568,Alliance Bernstein, AT,1.39,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,3,,61.40523,9/4/2020
GLOBAL PLUS FIXED INCOME ,Acc,US Dollar,L00216819,LU0683598725,Alliance Bernstein, B2,2.39,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,,,61.40523,9/4/2020
GLOBAL PLUS FIXED INCOME ,Inc,US Dollar,L00216827,LU0683599020,Alliance Bernstein, BT,2.38,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,2,,61.40523,9/4/2020
GLOBAL PLUS FIXED INCOME ,Acc,US Dollar,L00216835,LU0683599376,Alliance Bernstein, C2,1.84,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,3,,61.40523,9/4/2020
GLOBAL PLUS FIXED INCOME ,Inc,US Dollar,L03211502,LU0800110248,Alliance Bernstein, CT,1.84,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,3,,61.40523,9/4/2020
GLOBAL PLUS FIXED INCOME ,Acc,US Dollar,L00216843,LU0683599616,Alliance Bernstein, I2,0.84,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,4,,61.40523,9/4/2020
Short Duration Bond,Acc,US Dollar,L00215746,LU0102828612,Alliance Bernstein, A2,1.2,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,1,,53.26762,9/4/2020
Short Duration Bond,Inc,US Dollar,L00215332,LU0069950391,Alliance Bernstein, A,1.2,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,1,,53.26762,9/4/2020
Short Duration Bond,Inc,US Dollar,L0167U570,LU0069951449,Alliance Bernstein, BX,1.22,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,2,,53.26762,9/4/2020
Short Duration Bond,Inc,US Dollar,L00215340,LU0069950631,Alliance Bernstein, B,2.2,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,1,,53.26762,9/4/2020
Short Duration Bond,Acc,US Dollar,L00215753,LU0102828885,Alliance Bernstein, B2,2.2,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,1,,53.26762,9/4/2020
Short Duration Bond,Inc,US Dollar,L00215357,LU0069951795,Alliance Bernstein, C,1.92,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,1,,53.26762,9/4/2020
Short Duration Bond,Acc,US Dollar,L00215779,LU0100120822,Alliance Bernstein, C2,1.92,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,1,,53.26762,9/4/2020
Short Duration Bond,Inc,US Dollar,L00215365,LU0069952330,Alliance Bernstein, I,0.58,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,2,,53.26762,9/4/2020
Short Duration Bond,Acc,US Dollar,L0167V545,LU0249551507,Alliance Bernstein, I2,0.58,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,2,,53.26762,9/4/2020
Short Duration Bond,Acc,US Dollar,L00217247,LU0838495413,Alliance Bernstein, N2,2.02,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,1,,53.26762,9/4/2020
Short Duration Bond,Inc,US Dollar,L00217254,LU0838495504,Alliance Bernstein, NT,2.02,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,1,,53.26762,9/4/2020
ALLIANZ GREEN BOND  AT (H2USD)  USD *,Acc,US Dollar,L016DF212,LU1896600654,Allianz,AT (H2USD),,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,,,13.66025,9/4/2020
Allianz Green Bond  IT (H2USD)  USD*,Acc,US Dollar,L016DF220,LU1896600738  ,Allianz,IT (H2USD),,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,,,13.66025,9/4/2020
BGF Global Government Bond Fund,Acc,US Dollar,L1049H811,LU0147382310,Blackrock,Class C2,2.2,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,2,0.00585,35.53236,9/4/2020
BGF Global Government Bond Fund,Acc,US Dollar,L1049H779,LU0006061385,Blackrock,Class A2,0.951,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,3,0.00585,35.53236,9/4/2020
BGF Global Government Bond Fund,Acc,US Dollar,L104A5559,LU0540001038,Blackrock,Class D2,0.601,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,3,0.00585,35.53236,9/4/2020
BGF World Bond Fund,Acc,US Dollar,L104A5278,LU0297941972,Blackrock,Class D2,0.646,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,3,,42.24375,9/4/2020
BGF World Bond Fund,Acc,US Dollar,L1049W479,LU0184696937,Blackrock,Class A2,1.046,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,3,,42.24375,9/4/2020
Unconstrained Global Bond,Acc,US Dollar,L15068114,LU0807690085,Carmignac Portfolio,A USD Acc Hdg,2.04,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,4,,6.70814,9/4/2020
Unconstrained Global Bond,Acc,US Dollar,L1455N534,LU0992630243,Carmignac Portfolio,E USD Acc Hdg,4.1,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,3,,6.70814,9/4/2020
Unconstrained Global Bond,Acc,US Dollar,L1455N583,LU0992630912,Carmignac Portfolio,F USD Acc Hdg,3.45,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,4,,6.70814,9/4/2020
Unconstrained Global Bond,Inc,US Dollar,L1455N542,LU0992630326,Carmignac Portfolio,Income E USD Hdg,2.28,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,3,,6.70814,9/4/2020
Merian Global Dynamic Fund C USD Inc,Inc,US Dollar,G6016L873,IE00B1JR8604,Merian (exOld Mutual) ,C,2.85,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,,0,44.39974,9/4/2020
Merian Total Global Dynamic Fund C USD Acc,Acc,US Dollar,G6016L865,IE0031386638,Merian (exOld Mutual) ,C,2.81,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,,0,44.39974,9/4/2020
Global Bond ExUS,Acc,US Dollar,G7096Y769,IE00B018M403,PIMCO,Administrative,0.99,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,4,2.43486,5.11833,9/4/2020
Global Bond ExUS,Inc,US Dollar,G7097Y685,IE00B2R34X65,PIMCO,E Class,1.39,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,4,2.43486,5.11833,9/4/2020
Global Bond ExUS,Acc,US Dollar,G7096Y165,IE0032875761,PIMCO,Institutional,0.49,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,5,2.43486,5.11833,9/4/2020
Global Bond ExUS,Inc,US Dollar,G70974301,IE00B0V9TH54,PIMCO,Institutional,0.49,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,5,2.43486,5.11833,9/4/2020
Global Bond ExUS,Acc,US Dollar,G70974350,IE00B0ZNSM12,PIMCO,Investor,0.84,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,4,2.43486,5.11833,9/4/2020
Global Bond Fund,Acc,US Dollar,G7096Y439,IE0030565943,PIMCO,Administrative,0.99,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,4,2.22778,68.91444,9/4/2020
Global Bond Fund,Inc,US Dollar,G7096X753,IE00B0MD9M11,PIMCO,E Class,1.38,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,4,2.22778,68.91444,9/4/2020
Global Bond Fund,Acc,US Dollar,G70974491,IE00B11XZ210,PIMCO,E Class,1.38,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,4,2.22778,68.91444,9/4/2020
Global Bond Fund,Acc,US Dollar,G7096V443,IE0002461055,PIMCO,Institutional,0.48,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,5,2.22778,68.91444,9/4/2020
Global Bond Fund,Inc,US Dollar,G7096V450,IE0002460198,PIMCO,Institutional,0.48,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,5,2.22778,68.91444,9/4/2020
Global Bond Fund,Acc,US Dollar,G7096V468,IE0005302959,PIMCO,Investor,0.83,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,5,2.22778,68.91444,9/4/2020
Global Bond Fund,Inc,US Dollar,G7096V476,IE0005300912,PIMCO,Investor,0.83,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,5,2.22778,68.91444,9/4/2020
Global Bond Fund,Acc,US Dollar,G7S047397,IE00BRB38240,PIMCO,T Class,1.68,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,3,2.22778,68.91444,9/4/2020
Global Bond Fund,Inc,US Dollar,G7S047405,IE00BRB38356,PIMCO,T Class,1.68,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,3,2.22778,68.91444,9/4/2020
Global Bond Fund,Acc,US Dollar,G7113Q294,IE00B8S15615,PIMCO,R Class,0.75,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,,2.22778,68.91444,9/4/2020
Low Duration Income,Acc,US Dollar,G7S11T150,IE00BDT57R20,PIMCO,Institutional,,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,,0.31063,89.25802,9/4/2020
Low Duration Income,Acc,US Dollar,G7S11T309,IE00BDT57T44,PIMCO,E Class,,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,,0.31063,89.25802,9/4/2020
Low Duration Income,Inc,US Dollar,G7S11T176,IE00BFYLKC50,PIMCO,E Class,,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,,0.31063,89.25802,9/4/2020
Robeco Global Total Return Bond Fund  DH (USD)   ,Acc,US Dollar,L79873185,LU1124238426,ROBECO,,0.84,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,2,,14.54367,9/4/2020
Robeco Global Total Return Bond Fund  IH (USD)   ,Acc,US Dollar,L79873128,LU0955120620,ROBECO,,0.48,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,3,,14.54367,9/4/2020
Robeco Global Total Return Bond  Fund  MH (USD)   ,Acc,US Dollar,L79873177,LU1117477411,ROBECO,,1.48,EAA Fund Global Bond  USD Hedged,Fixed Income,Global Fixed Income,Global,2,,14.54367,9/4/2020
